DATE;T2M_MAX;FECHA;T2M_MIN;FECHA;PRECTOTCORR;FECHA;RH2M;FECHA;PSC;FECHA;WS10M;FECHA;WD10M
01/07/1981;28,33;01/07/1981;18,99;01/07/1981;2,24;01/07/1981;77,25;01/07/1981;74,35;01/07/1981;2,66;01/07/1981;304,12
02/07/1981;26,41;02/07/1981;19,5;02/07/1981;0,77;02/07/1981;80,81;02/07/1981;74,31;02/07/1981;2,03;02/07/1981;264,81
03/07/1981;28,74;03/07/1981;19,3;03/07/1981;3,9;03/07/1981;76,94;03/07/1981;74,38;03/07/1981;2,1;03/07/1981;264,75
04/07/1981;27,76;04/07/1981;19,01;04/07/1981;0,81;04/07/1981;79,69;04/07/1981;74,41;04/07/1981;2,94;04/07/1981;291,25
05/07/1981;29,08;05/07/1981;18,55;05/07/1981;0,58;05/07/1981;75,12;05/07/1981;74,48;05/07/1981;2,91;05/07/1981;293,44
06/07/1981;29,08;06/07/1981;18,51;06/07/1981;0,43;06/07/1981;75,12;06/07/1981;74,4;06/07/1981;2,9;06/07/1981;301,75
07/07/1981;27,58;07/07/1981;18,57;07/07/1981;0,59;07/07/1981;76,12;07/07/1981;74,36;07/07/1981;2,76;07/07/1981;273,88
08/07/1981;28,84;08/07/1981;17,62;08/07/1981;3,42;08/07/1981;74,38;08/07/1981;74,37;08/07/1981;2,76;08/07/1981;300,38
09/07/1981;28,27;09/07/1981;17,87;09/07/1981;5,51;09/07/1981;78;09/07/1981;74,32;09/07/1981;2,7;09/07/1981;296,94
10/07/1981;27,41;10/07/1981;18,19;10/07/1981;0,59;10/07/1981;77,94;10/07/1981;74,32;10/07/1981;2,85;10/07/1981;274,25
11/07/1981;27,99;11/07/1981;17,9;11/07/1981;0,37;11/07/1981;74,81;11/07/1981;74,31;11/07/1981;2,87;11/07/1981;266,38
12/07/1981;27,9;12/07/1981;17,85;12/07/1981;1,11;12/07/1981;75;12/07/1981;74,27;12/07/1981;2,91;12/07/1981;286
13/07/1981;29,21;13/07/1981;17,73;13/07/1981;0,13;13/07/1981;74,75;13/07/1981;74,29;13/07/1981;3,12;13/07/1981;296,19
14/07/1981;29,14;14/07/1981;18,32;14/07/1981;0,13;14/07/1981;71,81;14/07/1981;74,34;14/07/1981;3,01;14/07/1981;286,19
15/07/1981;28,15;15/07/1981;17,87;15/07/1981;0,46;15/07/1981;73,44;15/07/1981;74,34;15/07/1981;3,07;15/07/1981;284,44
16/07/1981;27,67;16/07/1981;17,5;16/07/1981;0,67;16/07/1981;75,12;16/07/1981;74,35;16/07/1981;2,82;16/07/1981;281,44
17/07/1981;28,59;17/07/1981;17,74;17/07/1981;1,27;17/07/1981;74,75;17/07/1981;74,32;17/07/1981;2,8;17/07/1981;282,94
18/07/1981;28,68;18/07/1981;18,31;18/07/1981;7,5;18/07/1981;76,81;18/07/1981;74,35;18/07/1981;2,75;18/07/1981;290,31
19/07/1981;28,6;19/07/1981;18,03;19/07/1981;1,78;19/07/1981;78,06;19/07/1981;74,38;19/07/1981;2,96;19/07/1981;298,56
20/07/1981;28,19;20/07/1981;17,77;20/07/1981;0,93;20/07/1981;76,38;20/07/1981;74,39;20/07/1981;2,93;20/07/1981;272
21/07/1981;28,98;21/07/1981;18,12;21/07/1981;2,04;21/07/1981;72,81;21/07/1981;74,4;21/07/1981;2,74;21/07/1981;269,81
22/07/1981;30,31;22/07/1981;18,41;22/07/1981;0,83;22/07/1981;72,94;22/07/1981;74,4;22/07/1981;3,02;22/07/1981;285,56
23/07/1981;30,44;23/07/1981;17,72;23/07/1981;0,55;23/07/1981;74,19;23/07/1981;74,39;23/07/1981;3,28;23/07/1981;291,5
24/07/1981;30,39;24/07/1981;17,82;24/07/1981;0,64;24/07/1981;72,81;24/07/1981;74,36;24/07/1981;3,27;24/07/1981;293,31
25/07/1981;30,22;25/07/1981;17,62;25/07/1981;0,15;25/07/1981;70,44;25/07/1981;74,34;25/07/1981;3,38;25/07/1981;293,56
26/07/1981;30,72;26/07/1981;17,26;26/07/1981;0,15;26/07/1981;67,31;26/07/1981;74,38;26/07/1981;2,81;26/07/1981;294,5
27/07/1981;31,22;27/07/1981;17,39;27/07/1981;0,02;27/07/1981;66,44;27/07/1981;74,38;27/07/1981;2,85;27/07/1981;276,5
28/07/1981;30,69;28/07/1981;17,51;28/07/1981;0,15;28/07/1981;67,88;28/07/1981;74,33;28/07/1981;3,11;28/07/1981;300,56
29/07/1981;30,29;29/07/1981;17,41;29/07/1981;0,05;29/07/1981;67,31;29/07/1981;74,26;29/07/1981;3,11;29/07/1981;291,88
30/07/1981;30,05;30/07/1981;17,32;30/07/1981;0;30/07/1981;68,25;30/07/1981;74,25;30/07/1981;3,34;30/07/1981;298,56
31/07/1981;29,48;31/07/1981;17,67;31/07/1981;0,05;31/07/1981;68,56;31/07/1981;74,31;31/07/1981;3,37;31/07/1981;289,06
01/08/1981;29,79;01/08/1981;17,61;01/08/1981;0,02;01/08/1981;68,12;01/08/1981;74,31;01/08/1981;3,47;01/08/1981;284,38
02/08/1981;30,56;02/08/1981;17,54;02/08/1981;0,04;02/08/1981;65,44;02/08/1981;74,25;02/08/1981;3,41;02/08/1981;280,38
03/08/1981;28,85;03/08/1981;17,69;03/08/1981;0;03/08/1981;67,94;03/08/1981;74,19;03/08/1981;3,24;03/08/1981;272,81
04/08/1981;29,05;04/08/1981;18,34;04/08/1981;0,02;04/08/1981;68,62;04/08/1981;74,32;04/08/1981;3,24;04/08/1981;270
05/08/1981;29,06;05/08/1981;18,22;05/08/1981;0;05/08/1981;67,5;05/08/1981;74,39;05/08/1981;3,28;05/08/1981;274,12
06/08/1981;29,85;06/08/1981;17,87;06/08/1981;0,16;06/08/1981;66;06/08/1981;74,34;06/08/1981;3,45;06/08/1981;273,44
07/08/1981;29,32;07/08/1981;17,81;07/08/1981;0,35;07/08/1981;69,38;07/08/1981;74,24;07/08/1981;3,2;07/08/1981;279,5
08/08/1981;29,05;08/08/1981;18,56;08/08/1981;0,49;08/08/1981;69,88;08/08/1981;74,24;08/08/1981;3,17;08/08/1981;277,69
09/08/1981;30,47;09/08/1981;18,38;09/08/1981;0,07;09/08/1981;67,88;09/08/1981;74,34;09/08/1981;3,37;09/08/1981;284,38
10/08/1981;28,76;10/08/1981;18,33;10/08/1981;1,22;10/08/1981;72,5;10/08/1981;74,34;10/08/1981;3,41;10/08/1981;285,19
11/08/1981;29,07;11/08/1981;18,05;11/08/1981;1,53;11/08/1981;69,06;11/08/1981;74,4;11/08/1981;3,36;11/08/1981;264,88
12/08/1981;29,28;12/08/1981;17,73;12/08/1981;0,41;12/08/1981;67,69;12/08/1981;74,4;12/08/1981;3,48;12/08/1981;266,12
13/08/1981;30,89;13/08/1981;18,55;13/08/1981;0,37;13/08/1981;68,75;13/08/1981;74,43;13/08/1981;3,31;13/08/1981;297,44
14/08/1981;30,26;14/08/1981;18,37;14/08/1981;0,17;14/08/1981;69,94;14/08/1981;74,43;14/08/1981;3,53;14/08/1981;287,38
15/08/1981;28,54;15/08/1981;17,98;15/08/1981;0,54;15/08/1981;71,75;15/08/1981;74,44;15/08/1981;3,65;15/08/1981;276,56
16/08/1981;28,4;16/08/1981;17,96;16/08/1981;5,44;16/08/1981;71,19;16/08/1981;74,45;16/08/1981;3,09;16/08/1981;261,12
17/08/1981;29,6;17/08/1981;17,73;17/08/1981;2,27;17/08/1981;69,81;17/08/1981;74,44;17/08/1981;3;17/08/1981;269,62
18/08/1981;27,97;18/08/1981;17,93;18/08/1981;0,37;18/08/1981;71,56;18/08/1981;74,42;18/08/1981;2,78;18/08/1981;268,56
19/08/1981;31,93;19/08/1981;18,39;19/08/1981;0,02;19/08/1981;64,5;19/08/1981;74,44;19/08/1981;3,21;19/08/1981;259,44
20/08/1981;31,38;20/08/1981;18,71;20/08/1981;0,4;20/08/1981;68,25;20/08/1981;74,43;20/08/1981;3,38;20/08/1981;294,25
21/08/1981;30,42;21/08/1981;18,31;21/08/1981;0,47;21/08/1981;69,31;21/08/1981;74,42;21/08/1981;3,58;21/08/1981;278,25
22/08/1981;29,81;22/08/1981;18,4;22/08/1981;0,59;22/08/1981;66,75;22/08/1981;74,41;22/08/1981;3,65;22/08/1981;261,44
23/08/1981;30,08;23/08/1981;17,46;23/08/1981;1,41;23/08/1981;66;23/08/1981;74,4;23/08/1981;3,38;23/08/1981;258
24/08/1981;30,44;24/08/1981;17,69;24/08/1981;4,06;24/08/1981;68;24/08/1981;74,39;24/08/1981;3,34;24/08/1981;278,25
25/08/1981;26,62;25/08/1981;17,65;25/08/1981;2,65;25/08/1981;76,75;25/08/1981;74,37;25/08/1981;2,81;25/08/1981;283,62
26/08/1981;28,61;26/08/1981;18,47;26/08/1981;8,09;26/08/1981;74,31;26/08/1981;74,38;26/08/1981;2,98;26/08/1981;271,19
27/08/1981;29,23;27/08/1981;17,9;27/08/1981;1,79;27/08/1981;73,75;27/08/1981;74,36;27/08/1981;3,09;27/08/1981;289,81
28/08/1981;28,29;28/08/1981;17,66;28/08/1981;0,56;28/08/1981;75,19;28/08/1981;74,39;28/08/1981;3,44;28/08/1981;289,19
29/08/1981;29,5;29/08/1981;17,64;29/08/1981;0,11;29/08/1981;68,94;29/08/1981;74,41;29/08/1981;3,3;29/08/1981;257,44
30/08/1981;28,69;30/08/1981;17,62;30/08/1981;2,45;30/08/1981;70,69;30/08/1981;74,36;30/08/1981;3,19;30/08/1981;264,56
31/08/1981;28,88;31/08/1981;18,09;31/08/1981;4,95;31/08/1981;73,44;31/08/1981;74,36;31/08/1981;2,82;31/08/1981;300,94
01/09/1981;27,47;01/09/1981;18,09;01/09/1981;1,07;01/09/1981;77,62;01/09/1981;74,37;01/09/1981;3,19;01/09/1981;295,31
02/09/1981;30;02/09/1981;17,51;02/09/1981;0,6;02/09/1981;72,69;02/09/1981;74,42;02/09/1981;3,17;02/09/1981;293,19
03/09/1981;29,91;03/09/1981;18,92;03/09/1981;0,59;03/09/1981;70,12;03/09/1981;74,47;03/09/1981;3,16;03/09/1981;276
04/09/1981;29,47;04/09/1981;18,84;04/09/1981;6,43;04/09/1981;73,25;04/09/1981;74,41;04/09/1981;3,07;04/09/1981;288,38
05/09/1981;28,75;05/09/1981;18,17;05/09/1981;1,86;05/09/1981;76,62;05/09/1981;74,35;05/09/1981;3,15;05/09/1981;278,69
06/09/1981;28,92;06/09/1981;18,15;06/09/1981;0,6;06/09/1981;73,75;06/09/1981;74,36;06/09/1981;3,2;06/09/1981;267,56
07/09/1981;29,99;07/09/1981;18,43;07/09/1981;0,42;07/09/1981;69,31;07/09/1981;74,4;07/09/1981;3,09;07/09/1981;270,12
08/09/1981;30,07;08/09/1981;18,26;08/09/1981;0,39;08/09/1981;70,62;08/09/1981;74,35;08/09/1981;3,32;08/09/1981;293,44
09/09/1981;30,52;09/09/1981;17,9;09/09/1981;0,74;09/09/1981;67,5;09/09/1981;74,34;09/09/1981;3,35;09/09/1981;287,75
10/09/1981;29,95;10/09/1981;18,04;10/09/1981;1,7;10/09/1981;68,75;10/09/1981;74,38;10/09/1981;2,98;10/09/1981;293,38
11/09/1981;30,04;11/09/1981;18,01;11/09/1981;2;11/09/1981;72,81;11/09/1981;74,37;11/09/1981;3,16;11/09/1981;298,44
12/09/1981;29,15;12/09/1981;18,3;12/09/1981;0,63;12/09/1981;70,69;12/09/1981;74,37;12/09/1981;3,09;12/09/1981;271,81
13/09/1981;30,46;13/09/1981;18,94;13/09/1981;0,43;13/09/1981;68,69;13/09/1981;74,37;13/09/1981;3,15;13/09/1981;285,69
14/09/1981;29,88;14/09/1981;18,87;14/09/1981;2,99;14/09/1981;70,75;14/09/1981;74,35;14/09/1981;3,19;14/09/1981;299,81
15/09/1981;29,3;15/09/1981;18,77;15/09/1981;1,11;15/09/1981;72,25;15/09/1981;74,36;15/09/1981;2,66;15/09/1981;301,81
16/09/1981;29,87;16/09/1981;19,15;16/09/1981;0,28;16/09/1981;72,25;16/09/1981;74,38;16/09/1981;3,35;16/09/1981;286,25
17/09/1981;30,69;17/09/1981;18,73;17/09/1981;0,8;17/09/1981;69,44;17/09/1981;74,43;17/09/1981;3,46;17/09/1981;268,75
18/09/1981;32,84;18/09/1981;18,07;18/09/1981;0,2;18/09/1981;62,75;18/09/1981;74,45;18/09/1981;3,33;18/09/1981;295,56
19/09/1981;30,8;19/09/1981;18,3;19/09/1981;0,6;19/09/1981;66,5;19/09/1981;74,39;19/09/1981;3,39;19/09/1981;288,69
20/09/1981;33,13;20/09/1981;18,24;20/09/1981;0,54;20/09/1981;61,56;20/09/1981;74,34;20/09/1981;3,3;20/09/1981;285,75
21/09/1981;32,25;21/09/1981;18,71;21/09/1981;1,07;21/09/1981;63,12;21/09/1981;74,32;21/09/1981;3,31;21/09/1981;312,5
22/09/1981;33,52;22/09/1981;19,05;22/09/1981;0,25;22/09/1981;61,31;22/09/1981;74,4;22/09/1981;3,4;22/09/1981;298,12
23/09/1981;32,9;23/09/1981;18,58;23/09/1981;0,17;23/09/1981;60,31;23/09/1981;74,46;23/09/1981;3,43;23/09/1981;294,69
24/09/1981;32,03;24/09/1981;18,55;24/09/1981;0,29;24/09/1981;62,19;24/09/1981;74,52;24/09/1981;3,55;24/09/1981;273,38
25/09/1981;32,06;25/09/1981;18,4;25/09/1981;0,16;25/09/1981;59,88;25/09/1981;74,47;25/09/1981;3,44;25/09/1981;286,06
26/09/1981;31,55;26/09/1981;17,95;26/09/1981;0,05;26/09/1981;59,5;26/09/1981;74,38;26/09/1981;3,59;26/09/1981;295,44
27/09/1981;31,9;27/09/1981;18,31;27/09/1981;0,19;27/09/1981;59,25;27/09/1981;74,39;27/09/1981;3,57;27/09/1981;270,94
28/09/1981;31,69;28/09/1981;18,35;28/09/1981;0,07;28/09/1981;57,5;28/09/1981;74,38;28/09/1981;3,45;28/09/1981;266,5
29/09/1981;31,55;29/09/1981;19,05;29/09/1981;0,22;29/09/1981;60,12;29/09/1981;74,39;29/09/1981;3,19;29/09/1981;284,88
30/09/1981;30,66;30/09/1981;19,13;30/09/1981;0,45;30/09/1981;61,31;30/09/1981;74,38;30/09/1981;3,37;30/09/1981;281,19
01/10/1981;31,22;01/10/1981;18,79;01/10/1981;0,84;01/10/1981;60,44;01/10/1981;74,38;01/10/1981;3,15;01/10/1981;275,19
02/10/1981;30,4;02/10/1981;19,33;02/10/1981;0,33;02/10/1981;60,75;02/10/1981;74,37;02/10/1981;3,1;02/10/1981;262,19
03/10/1981;30,84;03/10/1981;18,95;03/10/1981;0,14;03/10/1981;59,88;03/10/1981;74,34;03/10/1981;2,92;03/10/1981;267,19
04/10/1981;30,32;04/10/1981;18,67;04/10/1981;0,03;04/10/1981;62,44;04/10/1981;74,35;04/10/1981;3,18;04/10/1981;271,12
05/10/1981;30,67;05/10/1981;19;05/10/1981;0,1;05/10/1981;62,88;05/10/1981;74,37;05/10/1981;3,47;05/10/1981;284
06/10/1981;29,09;06/10/1981;18,58;06/10/1981;0,34;06/10/1981;65,44;06/10/1981;74,33;06/10/1981;3,36;06/10/1981;268,62
07/10/1981;29,37;07/10/1981;18,26;07/10/1981;1,24;07/10/1981;64,94;07/10/1981;74,31;07/10/1981;3,45;07/10/1981;261,31
08/10/1981;28,65;08/10/1981;18,3;08/10/1981;1,8;08/10/1981;67,88;08/10/1981;74,38;08/10/1981;3,22;08/10/1981;276,69
09/10/1981;25,1;09/10/1981;17,92;09/10/1981;0,75;09/10/1981;74,88;09/10/1981;74,37;09/10/1981;2,51;09/10/1981;282,25
10/10/1981;29,87;10/10/1981;18,11;10/10/1981;0,76;10/10/1981;68,75;10/10/1981;74,43;10/10/1981;3,03;10/10/1981;278,69
11/10/1981;27,74;11/10/1981;18,4;11/10/1981;1,77;11/10/1981;73,25;11/10/1981;74,38;11/10/1981;3,38;11/10/1981;282,19
12/10/1981;27,47;12/10/1981;18,51;12/10/1981;3,19;12/10/1981;74,44;12/10/1981;74,32;12/10/1981;2,62;12/10/1981;297,94
13/10/1981;29,8;13/10/1981;18,73;13/10/1981;0,92;13/10/1981;72,06;13/10/1981;74,35;13/10/1981;3,27;13/10/1981;279,5
14/10/1981;27,43;14/10/1981;18,88;14/10/1981;0,29;14/10/1981;71,56;14/10/1981;74,33;14/10/1981;2,91;14/10/1981;256,44
15/10/1981;30,5;15/10/1981;18,67;15/10/1981;0,67;15/10/1981;67,31;15/10/1981;74,38;15/10/1981;2,92;15/10/1981;270,38
16/10/1981;30,4;16/10/1981;18,75;16/10/1981;0,37;16/10/1981;68,62;16/10/1981;74,36;16/10/1981;3,15;16/10/1981;280,38
17/10/1981;29,53;17/10/1981;18,56;17/10/1981;3,05;17/10/1981;69,44;17/10/1981;74,33;17/10/1981;3,15;17/10/1981;277,69
18/10/1981;30;18/10/1981;18,5;18/10/1981;0,55;18/10/1981;68,25;18/10/1981;74,4;18/10/1981;3,59;18/10/1981;281,94
19/10/1981;30,37;19/10/1981;18,23;19/10/1981;0,24;19/10/1981;65,81;19/10/1981;74,44;19/10/1981;3,38;19/10/1981;263,38
20/10/1981;31,27;20/10/1981;19,34;20/10/1981;0,52;20/10/1981;65,88;20/10/1981;74,4;20/10/1981;3,34;20/10/1981;275,38
21/10/1981;30,3;21/10/1981;19,1;21/10/1981;0,24;21/10/1981;67,75;21/10/1981;74,36;21/10/1981;3,49;21/10/1981;284,5
22/10/1981;27,69;22/10/1981;19,1;22/10/1981;0,59;22/10/1981;70,88;22/10/1981;74,3;22/10/1981;3,23;22/10/1981;266,12
23/10/1981;28,48;23/10/1981;18,7;23/10/1981;1,12;23/10/1981;68,75;23/10/1981;74,35;23/10/1981;3,06;23/10/1981;262,31
24/10/1981;26,73;24/10/1981;18,87;24/10/1981;0,35;24/10/1981;73,06;24/10/1981;74,29;24/10/1981;2,38;24/10/1981;277,38
25/10/1981;27,59;25/10/1981;18,99;25/10/1981;0,17;25/10/1981;71,94;25/10/1981;74,31;25/10/1981;2,95;25/10/1981;288,38
26/10/1981;28,4;26/10/1981;18,55;26/10/1981;0,28;26/10/1981;69,88;26/10/1981;74,42;26/10/1981;3,32;26/10/1981;269,19
27/10/1981;30,97;27/10/1981;18,48;27/10/1981;1,18;27/10/1981;65,69;27/10/1981;74,46;27/10/1981;3,26;27/10/1981;273,94
28/10/1981;29,29;28/10/1981;19,08;28/10/1981;2,94;28/10/1981;70,12;28/10/1981;74,39;28/10/1981;3,44;28/10/1981;293,44
29/10/1981;29,16;29/10/1981;18,32;29/10/1981;2,57;29/10/1981;69,75;29/10/1981;74,37;29/10/1981;3,2;29/10/1981;261,06
30/10/1981;29,18;30/10/1981;18,12;30/10/1981;3,37;30/10/1981;67,44;30/10/1981;74,42;30/10/1981;3,55;30/10/1981;266,44
31/10/1981;28,05;31/10/1981;18,59;31/10/1981;1,26;31/10/1981;68,75;31/10/1981;74,41;31/10/1981;2,9;31/10/1981;272,88
01/11/1981;28,85;01/11/1981;18,69;01/11/1981;0,44;01/11/1981;68,75;01/11/1981;74,37;01/11/1981;2,79;01/11/1981;268,69
02/11/1981;28,59;02/11/1981;18,17;02/11/1981;0,74;02/11/1981;69,62;02/11/1981;74,32;02/11/1981;3,22;02/11/1981;251,44
03/11/1981;28,4;03/11/1981;17,9;03/11/1981;1,06;03/11/1981;71,75;03/11/1981;74,3;03/11/1981;2,97;03/11/1981;263,94
04/11/1981;28,47;04/11/1981;17,73;04/11/1981;0,92;04/11/1981;70,5;04/11/1981;74,36;04/11/1981;3,76;04/11/1981;273,19
05/11/1981;29,3;05/11/1981;17,53;05/11/1981;1,59;05/11/1981;71,94;05/11/1981;74,36;05/11/1981;3,68;05/11/1981;289,94
06/11/1981;28,73;06/11/1981;17,59;06/11/1981;1,49;06/11/1981;73;06/11/1981;74,31;06/11/1981;4,07;06/11/1981;278,94
07/11/1981;29,87;07/11/1981;17,34;07/11/1981;1,23;07/11/1981;67,69;07/11/1981;74,35;07/11/1981;3,77;07/11/1981;256,31
08/11/1981;28,98;08/11/1981;18,19;08/11/1981;2,9;08/11/1981;69,38;08/11/1981;74,39;08/11/1981;2,88;08/11/1981;276,31
09/11/1981;27,62;09/11/1981;18,67;09/11/1981;23,14;09/11/1981;76,69;09/11/1981;74,39;09/11/1981;3,17;09/11/1981;282,94
10/11/1981;27,6;10/11/1981;18,38;10/11/1981;4,02;10/11/1981;77,56;10/11/1981;74,39;10/11/1981;2,97;10/11/1981;262,31
11/11/1981;28,74;11/11/1981;18,26;11/11/1981;0,57;11/11/1981;74,75;11/11/1981;74,34;11/11/1981;3,05;11/11/1981;256,25
12/11/1981;27,08;12/11/1981;18,22;12/11/1981;0,78;12/11/1981;75,38;12/11/1981;74,31;12/11/1981;2,79;12/11/1981;253,25
13/11/1981;27,57;13/11/1981;18,82;13/11/1981;0,59;13/11/1981;75,69;13/11/1981;74,32;13/11/1981;2,63;13/11/1981;262,25
14/11/1981;27,09;14/11/1981;19,13;14/11/1981;0,55;14/11/1981;75,81;14/11/1981;74,28;14/11/1981;2,52;14/11/1981;264,19
15/11/1981;26,99;15/11/1981;19,1;15/11/1981;2,78;15/11/1981;77,44;15/11/1981;74,27;15/11/1981;2,68;15/11/1981;268,81
16/11/1981;28,22;16/11/1981;18,62;16/11/1981;2,41;16/11/1981;75,44;16/11/1981;74,32;16/11/1981;2,71;16/11/1981;261,38
17/11/1981;28,46;17/11/1981;18,8;17/11/1981;1,59;17/11/1981;75,5;17/11/1981;74,29;17/11/1981;3,02;17/11/1981;270,88
18/11/1981;26,86;18/11/1981;18,92;18/11/1981;1,11;18/11/1981;76;18/11/1981;74,31;18/11/1981;3,04;18/11/1981;246,81
19/11/1981;26,44;19/11/1981;18,79;19/11/1981;0,37;19/11/1981;75,56;19/11/1981;74,27;19/11/1981;2,77;19/11/1981;261,5
20/11/1981;26,09;20/11/1981;18,49;20/11/1981;0,27;20/11/1981;77;20/11/1981;74,31;20/11/1981;2,41;20/11/1981;280,75
21/11/1981;28,71;21/11/1981;18,46;21/11/1981;0,1;21/11/1981;71,38;21/11/1981;74,34;21/11/1981;2,98;21/11/1981;266,75
22/11/1981;29,62;22/11/1981;18,58;22/11/1981;0,09;22/11/1981;70,31;22/11/1981;74,26;22/11/1981;3,33;22/11/1981;272,88
23/11/1981;28,78;23/11/1981;18,83;23/11/1981;0,13;23/11/1981;70,56;23/11/1981;74,23;23/11/1981;3,7;23/11/1981;268,25
24/11/1981;28,54;24/11/1981;18,19;24/11/1981;0,17;24/11/1981;69,56;24/11/1981;74,19;24/11/1981;3,37;24/11/1981;272,31
25/11/1981;29,68;25/11/1981;18,32;25/11/1981;0,53;25/11/1981;69,69;25/11/1981;74,14;25/11/1981;3,51;25/11/1981;286,19
26/11/1981;29,85;26/11/1981;18,19;26/11/1981;0,54;26/11/1981;70,19;26/11/1981;74,16;26/11/1981;3,73;26/11/1981;273,12
27/11/1981;29,8;27/11/1981;18,75;27/11/1981;0,48;27/11/1981;68,19;27/11/1981;74,27;27/11/1981;3,71;27/11/1981;256,44
28/11/1981;27,69;28/11/1981;19;28/11/1981;0,73;28/11/1981;70,69;28/11/1981;74,29;28/11/1981;2,58;28/11/1981;252,19
29/11/1981;29,4;29/11/1981;19,24;29/11/1981;0,44;29/11/1981;68,31;29/11/1981;74,33;29/11/1981;3,05;29/11/1981;262,38
30/11/1981;29,9;30/11/1981;18,7;30/11/1981;0,28;30/11/1981;69;30/11/1981;74,26;30/11/1981;3,13;30/11/1981;264,81
01/12/1981;28,96;01/12/1981;18,98;01/12/1981;0,37;01/12/1981;68,75;01/12/1981;74,27;01/12/1981;3,58;01/12/1981;260,56
02/12/1981;28,89;02/12/1981;18,49;02/12/1981;0,16;02/12/1981;69,12;02/12/1981;74,27;02/12/1981;3,23;02/12/1981;284,31
03/12/1981;29,76;03/12/1981;18,42;03/12/1981;0,04;03/12/1981;68;03/12/1981;74,31;03/12/1981;3,48;03/12/1981;278,5
04/12/1981;28,15;04/12/1981;18,37;04/12/1981;2,94;04/12/1981;70,31;04/12/1981;74,27;04/12/1981;3,33;04/12/1981;271,25
05/12/1981;29,03;05/12/1981;19,15;05/12/1981;0,88;05/12/1981;69,94;05/12/1981;74,26;05/12/1981;2,8;05/12/1981;287
06/12/1981;29,77;06/12/1981;19,31;06/12/1981;0,32;06/12/1981;69;06/12/1981;74,3;06/12/1981;2,69;06/12/1981;275,25
07/12/1981;29,59;07/12/1981;19,26;07/12/1981;2,66;07/12/1981;69,12;07/12/1981;74,26;07/12/1981;3,17;07/12/1981;278,62
08/12/1981;30,2;08/12/1981;18,81;08/12/1981;0,25;08/12/1981;69,19;08/12/1981;74,24;08/12/1981;3,41;08/12/1981;278,19
09/12/1981;29,17;09/12/1981;19,34;09/12/1981;0,34;09/12/1981;69,06;09/12/1981;74,28;09/12/1981;3,61;09/12/1981;267,12
10/12/1981;28,98;10/12/1981;18,87;10/12/1981;4,98;10/12/1981;71,38;10/12/1981;74,34;10/12/1981;3,41;10/12/1981;261,44
11/12/1981;27,64;11/12/1981;19,45;11/12/1981;2,26;11/12/1981;77,62;11/12/1981;74,3;11/12/1981;2,67;11/12/1981;288,19
12/12/1981;27,45;12/12/1981;19,26;12/12/1981;0,89;12/12/1981;78,88;12/12/1981;74,31;12/12/1981;3,2;12/12/1981;300,81
13/12/1981;28,75;13/12/1981;18,65;13/12/1981;3,91;13/12/1981;75,5;13/12/1981;74,32;13/12/1981;2,88;13/12/1981;270,5
14/12/1981;29,22;14/12/1981;19,4;14/12/1981;5,98;14/12/1981;75,56;14/12/1981;74,3;14/12/1981;3,98;14/12/1981;249,44
15/12/1981;27,18;15/12/1981;18,73;15/12/1981;2,21;15/12/1981;76,25;15/12/1981;74,32;15/12/1981;2,98;15/12/1981;257,5
16/12/1981;28,51;16/12/1981;18,86;16/12/1981;0,64;16/12/1981;74,62;16/12/1981;74,37;16/12/1981;2,97;16/12/1981;271,62
17/12/1981;26,47;17/12/1981;19,08;17/12/1981;2,43;17/12/1981;76,69;17/12/1981;74,35;17/12/1981;2,75;17/12/1981;263,12
18/12/1981;26,52;18/12/1981;19,08;18/12/1981;2,64;18/12/1981;78,69;18/12/1981;74,34;18/12/1981;2,13;18/12/1981;284,12
19/12/1981;28,19;19/12/1981;19,29;19/12/1981;13,12;19/12/1981;79,88;19/12/1981;74,4;19/12/1981;2,34;19/12/1981;304,5
20/12/1981;27,48;20/12/1981;19,26;20/12/1981;4,55;20/12/1981;80,31;20/12/1981;74,42;20/12/1981;2,63;20/12/1981;268,62
21/12/1981;28,39;21/12/1981;19,18;21/12/1981;4,18;21/12/1981;78,75;21/12/1981;74,39;21/12/1981;2,68;21/12/1981;268,06
22/12/1981;27,72;22/12/1981;19,17;22/12/1981;6,59;22/12/1981;79,25;22/12/1981;74,26;22/12/1981;2,91;22/12/1981;271,69
23/12/1981;27,47;23/12/1981;19,26;23/12/1981;1,08;23/12/1981;80,62;23/12/1981;74,24;23/12/1981;2,95;23/12/1981;273,56
24/12/1981;26,66;24/12/1981;19,32;24/12/1981;4,18;24/12/1981;81,69;24/12/1981;74,3;24/12/1981;2,66;24/12/1981;276,12
25/12/1981;27,11;25/12/1981;19,5;25/12/1981;6,49;25/12/1981;82,75;25/12/1981;74,34;25/12/1981;2,84;25/12/1981;281,62
26/12/1981;26,5;26/12/1981;19,65;26/12/1981;8,24;26/12/1981;83,69;26/12/1981;74,26;26/12/1981;2,89;26/12/1981;283,25
27/12/1981;27,32;27/12/1981;19,6;27/12/1981;3,93;27/12/1981;83,06;27/12/1981;74,2;27/12/1981;2,96;27/12/1981;277,25
28/12/1981;27,69;28/12/1981;19,55;28/12/1981;20,93;28/12/1981;83,56;28/12/1981;74,21;28/12/1981;3,23;28/12/1981;267
